id,name,type,country,age,value,category
Gruezo,Carlos Gruezo,3,Ecuador,26,32,mid
Strobl,Tobias Strobl,3,Deutschland,31,9,old
Salifou,Dikeni Salifou,3,Togo,18,,teen
Maier,Arne Maier,3,Deutschland,22,55,young
Moravek,Jan Moravek,3,Tschechien,31,5,old
Civeja,Tim Civeja,3,Deutschland,19,2,teen
SchmidtD,Dominic Schmidt,3,Deutschland,20,1,young
Jensen,Fredrik Jensen,3,Finnland,23,15,young
Vargas,Ruben Vargas,3,Schweiz,22,80,young
Hahn,Andre Hahn,3,Deutschland,30,20,old
Sarenren Bazee,Noah Joel Sarenren Bazee,3,Deutschland,24,10,mid
Caligiuri,Daniel Caligiuri,3,Italien,33,8,rusty
Pepi,Ricardo Pepi,3,USA,18,90,teen
Gregoritsch,Michael Gregoritsch,3,Oesterreich,27,45,mid
Zeqiri,Andi Zeqiri,3,Schweiz,22,23,young
Niederlechner,Florian Niederlechner,3,Deutschland,30,22,old
Cordova,Sergio Cordova,3,Venezuela,23,10,young
Finnbogason,Alfred Finnbogason,3,Island,32,7,rusty
Malone,Maurice Malone,3,Deutschland,20,5,young
VFB,VfB Stuttgart,2,,,,
MuellerF,Florian Mueller,3,Deutschland,23,55,young
Bredlow,Fabian Bredlow,3,Deutschland,26,5,mid
Schock,Florian Schock,3,Deutschland,20,2,young
Mavropanos,Konstantinos Mavropanos,3,Griechenland,23,150,young
Anton,Waldemar Anton,3,Deutschland,24,60,mid
Ito,Hiroki Ito,3,Japan,22,45,young
Maglica,Matej Maglica,3,Kroatien,22,9,young
Bazzoli,Luca Bazzoli,3,Deutschland,20,2,young
Sosa,Borna Sosa,3,Kroatien,23,230,young
Stenzel,Pascal Stenzel,3,Deutschland,25,15,mid
EndoW,Wataru Endo,3,Japan,28,80,old
Karazor,Atakan Karazor,3,Deutschland,24,45,mid
Ahamada,Naouirou Ahamada,3,Frankreich,19,15,teen
Mola,Clinton Mola,3,England,20,10,young
Weil,Richard Weil,3,Deutschland,33,1,rusty
Mangala,Orel Mangala,3,Belgien,23,150,young
Millot,Enzo Millot,3,Frankreich,18,20,teen
Nartey,Nikolas Nartey,3,Daenemark,21,18,young
Silas,Silas Katompa Mvumpa,3,DR Kongo,22,150,young
Thommy,Erik Thommy,3,Deutschland,26,18,mid
Foerster,Philipp Foerster,3,Deutschland,26,25,mid
Klimowicz,Mateo Klimowicz,3,Deutschland,20,20,young
Tibidi,Alexis Tibidi,3,Frankreich,17,12,teen
Klement,Philipp Klement,3,Deutschland,28,10,old
Beyaz,Oemer Beyaz,3,Tuerkei,17,12,teen
Egloff,Lilian Egloff,3,Deutschland,18,8,teen
Didavi,Daniel Didavi,3,Deutschland,31,5,old
MichelF,Falko Michel,3,Deutschland,20,3,young
CoulibalyT,Tanguy Coulibaly,3,Frankreich,20,25,young
Massimo,Roberto Massimo,3,Deutschland,20,20,young
Churlinov,Darko Churlinov,3,Nordmazedonien,20,13,young
Fuehrich,Chris Fuehrich,3,Deutschland,23,40,young
Kalajdzic,Sasa Kalajdzic,3,Oesterreich,23,250,young
Tomas,Tiago Tomas,3,Portugal,20,70,young
Faghir,Wahid Faghir,3,Daenemark,17,30,teen
Sankoh,Mohamed Sankoh,3,Niederlande,17,10,teen
Al Ghaddioui,Hamadi Al Ghaddioui,3,Marokko,30,7,old
BSC,Hertha BSC,2,,,,
Schwolow,Alexander Schwolow,3,Deutschland,29,30,old
Christensen,Oliver Christensen,3,Daenemark,22,15,young
Lotka,Marcel Lotka,3,Polen,20,13,young
Koerber,Nils-Jonathan Koerber,3,Deutschland,24,3,mid
Jarstein,Rune Jarstein,3,Norwegen,36,3,rusty
Stark,Niklas Stark,3,Deutschland,26,65,mid
Torunarigha,Jordan Torunarigha,3,Deutschland,23,50,young
Dardai,Marton Dardai,3,Deutschland,19,50,teen
Kempf,Marc Oliver Kempf,3,Deutschland,26,45,mid
Gechter,Linus Gechter,3,Deutschland,17,45,teen
Boyata,Dedryck Boyata,3,Belgien,30,35,old
Atemona,Christalino Atemona,3,Deutschland,19,2,teen
Roecker,Cimo Roecker,3,Deutschland,27,1,mid
Morgenstern,Marlon Morgenstern,3,Deutschland,20,1,young
Mittelstaedt,Maximilian Mittelstaedt,3,Deutschland,24,45,mid
Bjoerkan,Fredrik Bjoerkan,3,Norwegen,22,25,young
Plattenhardt,Marvin Plattenhardt,3,Deutschland,29,20,old
Zeefuik,Deyovaisio Zeefuik,3,Niederlande,23,30,young
Kluenter,Lukas Kluenter,3,Deutschland,25,12,mid
Pekarik,Peter Pekarik,3,Slowakei,34,7,rusty
Eitschberger,Julian Eitschberger,3,Deutschland,17,,teen
Tousart,Lucas Tousart,3,Frankreich,24,90,mid
Ascacibar,Santiago Ascacibar,3,Argentinien,24,65,mid
Dirkner,Jonas Dirkner,3,Deutschland,18,2,teen
Serdar,Suat Serdar,3,Deutschland,24,80,mid
Ekkelenkamp,Jurgen Ekkelenkamp,3,Niederlande,21,35,young
Darida,Vladimir Darida,3,Tschechien,30,22,old
Michelbrink,Jonas Michelbrink,3,Deutschland,20,5,young
Albrecht,Julian Albrecht,3,Deutschland,19,2,teen
Boateng,Kevin-Prince Boateng,3,Ghana,34,9,rusty
Jastrzembski,Dennis Jastrzembski,3,Deutschland,21,8,young
Dilrosun,Javairo Dilrosun,3,Niederlande,23,60,young
Maolida,Myziane Maolida,3,Frankreich,22,30,young
Kade,Anton Kade,3,Deutschland,17,8,teen
Lukebakio,Dodi Lukebakio,3,Belgien,23,75,young
Richter,Marco Richter,3,Deutschland,23,60,young
Nsona,Kelian Nsona,3,Frankreich,19,12,teen
LeeD,Dong-jun Lee,3,Suedkorea,24,12,mid
Winkler,Marten Winkler,3,Deutschland,18,2,teen
Cunha,Matheus Cunha,3,Brasilien,22,300,young
Piatek,Krzysztof Piatek,3,Polen,26,120,mid
Jovetic,Stevan Jovetic,3,Montenegro,31,25,old
Belfodil,Ishak Belfodil,3,Algerien,29,22,old
Selke,Davie Selke,3,Deutschland,26,18,mid
Wollschlaeger,Luca Wollschlaeger,3,Deutschland,18,,teen
ABF,Arminia Bielefeld,2,,,,
Ortega,Stefan Ortega,3,Deutschland,28,60,old
Kapino,Stefanos Kapino,3,Griechenland,27,7,mid
Linner,Oscar Linner,3,Schweden,24,3,mid
SchulzA,Arne Schulz,3,Deutschland,18,1,teen
Pieper,Amos Pieper,3,Deutschland,23,50,young
Nilsson,Joakim Nilsson,3,Schweden,27,35,mid
Ramos,Guilherme Ramos,3,Portugal,23,3,young
Andrade,Andres Andrade,3,Panama,22,3,young
Hoorn,Mike van der Hoorn,3,Niederlande,28,16,old
Medina,Nathan de Medina,3,Belgien,23,8,young
BauerK,Kenson Bauer,3,Deutschland,17,,teen
Bello,George Bello,3,USA,19,30,teen
Czyborra,Lennart Czyborra,3,Deutschland,22,23,young
Laursen,Jacob Laursen,3,Daenemark,26,17,mid
Brunner,Cedric Brunner,3,Schweiz,27,32,mid
Prietl,Manuel Prietl,3,Oesterreich,29,18,old
Kunze,Fabian Kunze,3,Deutschland,23,10,young
Frommann,Julian Frommann,3,Deutschland,18,2,teen
Schoepf,Alessandro Schoepf,3,Oesterreich,27,25,mid
Hartel,Marcel Hartl,3,Deutschland,25,18,mid
Vasiliadis,Sebastian Vasiliadis,3,Griechenland,23,18,young
Ince,Burak Ince,3,Tuerkei,17,15,teen
Castro,Gonzalo Castro,3,Deutschland,34,5,rusty
Okugawa,Masaya Okugawa,3,Japan,25,50,mid
Cherny,Vladislav Cherny,3,Deutschland,18,1,teen
Dogan,Cem-Ali Dogan,3,Tuerkei,16,,teen
HackR,Robin Hack,3,Deutschland,22,20,young
Wimmer,Patrick Wimmer,3,Oesterreich,20,80,young
Lasme,Bryan Lasme,3,Frankreich,22,10,young
Gebauer,Christian Gebauer,3,Oesterreich,27,5,mid
Krueger,Florian Krueger,3,Deutschland,22,18,young
Serra,Janni Serra,3,Deutschland,23,18,young
Klos,Fabian Klos,3,Deutschland,33,4,rusty
SGF,Greuther Fuerth,2,,,,
Linde,Andreas Linde,3,Schweden,27,9,mid
Burchert,Sascha Burchert,3,Deutschland,31,4,old
Funk,Marius Funk,3,Deutschland,25,3,mid
Schaffran,Leon Schaffran,3,Deutschland,22,1,young
SchulzL,Lasse Schulz,3,Finnland,18,1,teen
BauerM,Maximilian Bauer,3,Deutschland,21,16,young
Hoogma,Justin Hoogma,3,Niederlande,23,10,young
Viergever,Nick Viergever,3,Niederlande,31,8,old
Griesbeck,Sebastian Griesbeck,3,Deutschland,30,7,old
Jung,Gideon Jung,3,Deutschland,26,7,mid
Barry,Abdourahmane Barry,3,Frankreich,21,3,young
Fobassam,Oliver Fobassam,3,Deutschland,18,2,teen
Itter,Luca Itter,3,Deutschland,22,15,young
Willems,Jetro Willems,3,Niederlande,27,10,mid
Meyerhoefer,Marco Meyerhoefer,3,Deutschland,25,20,mid
Asta,Simon Asta,3,Deutschland,20,9,young
Christiansen,Max Christansen,3,Deutschland,24,15,mid
Fein,Adrian Fein,3,Deutschland,22,7,young
Sarpei,Hans Nunoo Sarpei,3,Ghana,22,5,young
Seguin,Paul Seguin,3,Deutschland,26,22,mid
TillmanT,Timothy Tillman,3,Deutschland,22,18,young
Raschl,Tobias Raschl,3,Deutschland,21,10,young
Green,Julian Green,3,USA,26,10,mid
Seufert,Nils Seufert,3,Deutschland,24,6,mid
Dudziak,Jeremy Dudziak,3,Deutschland,25,16,mid
Torlak,Mert Torlak,3,Tuerkei,18,1,teen
Leweling,Jamie Leweling,3,Deutschland,20,45,young
Hrgota,Branimir Hrgota,3,Schweden,28,20,old
Ngankam,Jessic Ngankam,3,Deutschland,20,20,young
Itten,Cedric Itten,3,Schweiz,24,20,mid
Pululu,Afimico Pululu,3,Angola,22,10,young
Nielsen,Havard Nielsen,3,Norwegen,27,10,mid
Abiama,Dickson Abiama,3,Nigeria,22,8,young
Kehr,Robin Kehr,3,Deutschland,21,2,young
none,privat beraten,1,,,,
100and10,100and10 Sportsmanagement,1,Deutschland,,,
1K,1K Sportsmanagement,1,Deutschland,,,
11WINS,11WINS GmbH,1,Deutschland,,,
act,act SPORT GROUP,1,Kanada,,,
acta7,acta7,1,Deutschland,,,
AIS,AIS Sports Service,1,Frankreich,,,
AKA,AKA Global GmbH,1,Deutschland,,,
AMS,AMS Consulting,1,Deutschland,,,
Apertura,Apertura Sports GmbH,1,Deutschland,,,
ASBW,ASBW Sport Marketing GmbH,1,Deutschland,,,
ATG,ATG Sports Management Inc,1,Kanada,,,
ATHLEADZ,ATHLEADZ,1,Deutschland,,,
Atta,Emefie Aneka Atta,1,Norwegen,,,
B360,B360 Sports Agency,1,Deutschland,,,
BALLWERK,BALLWERK Sports GmbH,1,Deutschland,,,
BernardC,Bernard Collignon,1,Frankreich,,,
Bertolucci,Bertolucci Sports,1,Brasilien,,,
Bigpoint,Bigpoint,1,Deutschland,,,
BMGS,BMGSport,1,Polen,,,
BMS,BMS Sportconsulting GmbH,1,Deutschland,,,
BOKS,Bjoern O Krohn Sports,1,Deutschland,,,
Boutique,Boutique Transfers,1,Daenemark,,,
Breeze,Breeze Sports GmbH,1,Deutschland,,,
Briem,Briem Soccer Connection,1,Deutschland,,,
BSGroup,BS Group - BS Law,1,Frankreich,,,
BY,BY Sport Consulting,1,Schweiz,,,
BYANDFOR,BY and FOR Sport Management,1,Spanien,,,
CAA,CAA Base Ltd,1,England,,,
CALCYO,CALCYO,1,Deutschland,,,
Carmenta,Carmenta,1,Frankreich,,,
CastagninoSAS,Eric Castagnino SAS,1,Frankreich,,,
Cherry,Cherry Sports,1,Belgien,,,
CHS,CHOVANECSPORT,1,Tschechien,,,
Classico,Classico,1,Frankreich,,,
CN,CN Sports,1,Deutschland,,,
COMET,COMET SportsEvents,1,Deutschland,,,
CSA,Concept Sport Agency,1,Frankreich,,,
D20,D20 Sports,1,Portugal,,,
DC,DC INTERNATIONAL SPORTS MANAGEMENT GMBH,1,Deutschland,,,
Division,Futbol Division,1,Spanien,,,
Doorn,Armand Doorn,1,Deutschland,,,
DR RMB Sports,DR Dahm Richter Spielerberatung GmbH RMB Sports,1,Deutschland,,,
DWSports,DW Sports Management,1,Frankreich,,,
Eleven,Eleven Talent Group,1,Spanien,,,
Elite,Elite Project Group Ltd,1,England,,,
EM,EM Sports Consulting,1,Ungarn,,,
EMG,EMG Mundial,1,Deutschland,,,
EWS,Emal Wardak Sales,1,Deutschland,,,
Engels,Stephan Engels,1,Deutschland,,,
Epic,Epic Sports,1,Portugal,,,
ESHA,ESHA SPORTMARKETING GMBH,1,Schweiz,,,
Euro,Eurosportsmanagement,1,Liechtenstein,,,
eXcellence,Sports eXcellence Group,1,Deutschland,,,
Excensy,Excensy,1,Schweiz,,,
Extra,Extra Ball SA,1,Paraguay,,,
Fabryka,Fabryka Futbol,1,Polen,,,
Facundo,Facundo Fraga,1,Spanien,,,
fairsport,fairsport GmbH,1,Deutschland,,,
feelsoccer,Feel Soccer GmbH,1,Deutschland,,,
Felicevich,Fernando Felicevich,1,Großbritannien,,,
FF,Family and Football,1,Deutschland,,,
FG,FG Sports GmbH,1,Deutschland,,,
Fischer,Rechtsanwalt Oliver Fischer,1,Deutschland,,,
Footballgoal,Footballgoal,1,Deutschland,,,
Froehlich,Froehlich Sportmanagement GmbH,1,Deutschland,,,
FSB,FSB Spielerberatung GmbH,1,Deutschland,,,
FSC,Future Sports Concept,1,Deutschland,,,
FUTURE11,FUTURE11 GmbH,1,Deutschland,,,
Gelu,Gelu Rodriguez,1,Spanien,,,
Gestifute,Gestifute,1,Portugal,,,
GKSA,GoldKick SA,1,Schweiz,,,
GoalSky,GoalSky GmbH,1,Deutschland,,,
GOOLD,GOOLD Soccer Agency,1,Deutschland,,,
GPM,Golden Patch Management,1,Deutschland,,,
GSM,Global Soccer Management,1,Schweden,,,
GW,Guido Walter,1,Deutschland,,,
Gutfleisch,Dr Marco Gutfleisch,1,Deutschland,,,
HAGMAYR,HAGMAYR Sportmanagement,1,Oesterreich,,,
Haspel,Haspel Sportconsulting,1,Deutschland,,,
HCM,HCM Sports Management,1,Singapur,,,
Hebel,Dirk Hebel,1,Deutschland,,,
Headtrick,Headtrick GmbH,1,Deutschland,,,
Herzog,Karl M Herzog Sportmanagement,1,Deutschland,,,
Hexagon,Hexagon,1,Frankreich,,,
HMH,HMH Sportsmanagement,1,Deutschland,,,
HSP,HSP SportsManagement,1,Deutschland,,,
HuGu,HuGu,1,Deutschland,,,
ICMStellar,ICM Stellar Sports,1,England,,,
IFM,International Football Management GmbH,1,Schweiz,,,
INTEAM,INTEAMSPORTS,1,Deutschland,,,
IntSM,Int Sport Management,1,Belgien,,,
INVSPORT,INVSPORT Sergio Barila,1,Spanien,,,
ISM,ISM Int Soccer Management GmbH,1,Deutschland,,,
JEB,JEB Entertainment Co,1,Japan,,,
JFSM,John Froehlich Sports Management,1,Deutschland,,,
JV,JV Sports SL,1,Spanien,,,
KAF,Karlheinz Foerster,1,Deutschland,,,
Keyscout,Keyscout Football,1,VAE,,,
KF,Konstantinos Farras,1,Deutschland,,,
KFM,KFM,1,Polen,,,
KL,KL Sportbase,1,Deutschland,,,
Koegl,Koegl und Partner GmbH,1,Deutschland,,,
KSM,Kay Sports Management,1,Ghana,,,
KuR,Kick and Run Sports,1,Deutschland,,,
LEADERBROCK,LEADERBROCK,1,Spanien,,,
Leite,Carlos Leite,1,Brasilien,,,
LIAN,LIAN Sports Group,1,Irland,,,
LITCHI,LITCHI AG,1,Schweiz,,,
LK,LK Management,1,Deutschland,,,
Lorimanagement,Lorimanagement,1,Deutschland,,,
LowensSport,Lowens Sport,1,Deutschland,,,
LS,LS Football,1,Italien,,,
Lucky13,Lucky 13 GmbH,1,Deutschland,,,
Match2gether,Match2gether,1,Deutschland,,,
MB,MB Sports,1,Deutschland,,,
MichaelB,International Soccer Consulting Dr Michael Becker,1,Deutschland,,,
MK,MK Sport Consulting GmbH,1,Deutschland,,,
MR,MR Sport Managemant GmbH,1,Deutschland,,,
MS,M Soccermanagement,1,Deutschland,,,
MSG,Marketing Sport Group Agency,1,Tschechien,,,
MTG,More than Goals,1,Niederlande,,,
MTS,More than Sport GmbH,1,Oesterreich,,,
MunichF,Munich Football Management,1,Deutschland,,,
Neblung,Neblung Sportsnetwork,1,Deutschland,,,
Neubauer13,Neubauer 13 GmbH,1,Deutschland,,,
NG360,NG360,1,Deutschland,,,
NGM,NGM Sports,1,Deutschland,,,
Niagara,Niagara Sports Company,1,Bosnien-Herzegowina,,,
NOACK,NOACK Sports GmbH,1,Deutschland,,,
Nomi,Nomi Sports,1,Schweiz,,,
NS,Nordic Sky,1,Schweden,,,
NSG,Nordic Sports Group APS,1,Schweden,,,
OneII,One II Agency,1,Niederlande,,,
OnlyPro,Only Pro Sport,1,Frankreich,,,
PEP,PEP Consulting,1,Deutschland,,,
PESM,PESM,1,Deutschland,,,
PF,Players Factory,1,Deutschland,,,
Pimenta,Rafaela Pimenta,1,Brasilien,,,
PIS,People in Sport,1,Daenemark,,,
Proeleven,Proeleven SA,1,Portugal,,,
Profile,Sport Profile,1,Frankreich,,,
Prolific,Prolific Sport Group,1,England,,,
Promoesport,Promoesport,1,Andorra,,,
PROProfil,PRO Profil GmbH,1,Deutschland,,,
PSM,Power Sports Management,1,Griechenland,,,
PURE,PURE Sportsmanagement,1,Niederlande,,,
Quilon,Manuel Garcia Quilon,1,Spanien,,,
RELC,RELC Sports,1,Deutschland,,,
RobertoT,Roberto Tukada,1,Japan,,,
ROGON,ROGON,1,Deutschland,,,
ROOF,ROOF,1,Deutschland,,,
Rummenigge,Rummenigge Sport Marketing,1,Deutschland,,,
SAM,Sport Avenir Management International,1,Frankreich,,,
SBE,SBE Managemant AG,1,Schweiz,,,
SBS,Sport Business SOCCER GbR,1,Deutschland,,,
SC,Sport Cover,1,Frankreich,,,
SchneiderR,Robert Schneider,1,Deutschland,,,
SCS,SC Sports Management International SA,1,Italien,,,
SD,SD Sportmanagement,1,Deutschland,,,
SEG,SEG,1,Niederlande,,,
SETH,SETH Sports Agency,1,USA,,,
SISCM,Signature ISCM AG,1,Schweiz,,,
Sisic,Marjan Sisic,1,Kroatien,,,
Skylar,Skylar,1,Deutschland,,,
SMG,SMG GmbH,1,Deutschland,,,
Soccer,Soccer and more,1,Deutschland,,,
SoccerM,Soccer Mondial AG,1,Schweiz,,,
Soccertalk,Soccertalk GmbH,1,Deutschland,,,
Solbakken,Solbakken Player Solitude,1,Norwegen,,,
Spanier,Spanier Sportsmanagement,1,Deutschland,,,
SPOCS,SPOCS GLOBAL SPORTS GMBH,1,Deutschland,,,
SPORTINVEST,SPORT INVEST INTERNATIONAL,1,Tschechien,,,
Sports360,Sports360 GmbH,1,Deutschland,,,
SPS,Solbakken Player Solution,1,Nowegen,,,
StarsFriends,Stars and Friends International Holding GmbH,1,Slowakei,,,
Stirr,Stirr Associates,1,Belgien,,,
SV,Soccer Vision,1,Niederlande,,,
SWSports,SWSports,1,Deutschland,,,
SXI,Starting XI Player Management,1,Kanada,,,
T21,T21plus,1,Deutschland,,,
Talcon,Talcon Management GmbH,1,Deutschland,,,
TB,TBSportmarketing GmbH,1,Deutschland,,,
TDL,TDL Sports Management,1,Schweiz,,,
Teamgeist,Teamgeist Sportmanagement GmbH,1,Deutschland,,,
Teamplayer,Teamplayer Sportmanagement,1,Deutschland,,,
Tenet,Tenet Football,1,Deutschland,,,
TF,Think forward Sportmanagement GmbH,1,Deutschland,,,
TFM,TFM Agency,1,Brasilien,,,
TKG,The Kulture Group,1,Niederlande,,,
TPWE,TPWE GmbH,1,Deutschland,,,
Trois,Trois Akademie,1,Deutschland,,,
TrueSports,TrueSports GmbH,1,Deutschland,,,
TuB,Talents and Pros by Solutions,1,Deutschland,,,
UDN,UDN Sports,1,Japan,,,
Unique,Unique Sports Group,1,England,,,
Universal,Universal Sportsmanagement GmbH,1,Deutschland,,,
UNS,Universal Sports Japan Ltd ,1,Japan,,,
USFA,USFA Management,1,Frankreich,,,
vanBuyten,Daniel van Buyten,1,Belgien,,,
VIDA,VIDA 11,1,Deutschland,,,
VV,VV Consulting ,1,Monaco,,,
V4S,Vision4Soccer,1,Niederlande,,,
Wasserman,Wasserman,1,USA,,,
WIM,World in Motion,1,England,,,
WINStar,WINStar Management,1,Deutschland,,,
Wolfs,Wolfs,1,Deutschland,,,
WoS,Word of Sports,1,Griechenland,,,
WSA,World Soccer Agency,1,Italien,,,
WUK,WUK Fairplay,1,Deutschland,,,
YAATS,YAATS Sports,1,Frankreich,,,
YMU,YMU Group,1,England,,,
YOUFIRST,YOU FIRST ,1,Spanien,,,
YOUM,YOUnited Management GmbH,1,Deutschland,,,
Yu,Yu Matoji,1,Japan,,,
Zahavi,Pini Zahavi,1,Israel,,,
